"year","county","violent_crime","murder","rape","robbery","assault","property_crime","burglary","larcenytft","mvtft","arson"
2001,"Adams",612,4,60,58,490,4558,1106,3296,134,22
2001,"Alexander",238,2,18,16,202,770,262,480,24,4
2001,"Bond",64,0,6,8,50,492,64,400,26,2
2001,"Boone",110,0,44,24,42,2024,356,1500,144,24
2001,"Brown",14,0,2,2,10,72,26,44,2,0
2001,"Bureau",120,0,14,8,98,1352,250,1046,50,6
2001,"Calhoun",80,0,6,0,74,126,52,72,2,0
2001,"Carroll",74,0,14,0,60,590,150,420,14,6
2001,"Cass",114,0,2,4,108,544,130,400,8,6
2001,"Champaign",2786,10,208,336,2232,13186,3328,9254,532,72
2001,"Christian",266,2,24,2,238,1524,254,1196,70,4
2001,"Clark",88,0,6,0,82,588,184,352,32,20
2001,"Clay",38,2,16,2,18,634,80,520,18,16
2001,"Clinton",98,0,10,2,86,1144,204,884,56,0
2001,"Coles",296,2,66,16,212,1980,370,1486,108,16
2001,"Cook",109338,1516,5084,41390,61348,472388,77266,318736,73504,2882
2001,"Crawford",92,0,14,4,74,986,192,746,36,12
2001,"Cumberland",88,2,8,2,76,288,64,202,16,6
2001,"De Kalb",112,0,38,6,68,826,116,680,28,2
2001,"De Witt",492,4,98,86,304,5534,842,4434,218,40
2001,"Douglas",132,0,4,2,126,550,152,368,24,6
2001,"Du Page",2448,20,236,530,1662,43754,4836,36532,2054,332
2001,"Edgar",264,0,20,6,238,964,232,664,56,12
2001,"Edwards",42,2,8,0,32,206,58,142,4,2
2001,"Effingham",214,2,32,12,168,2302,406,1810,80,6
2001,"Fayette",82,0,32,0,50,822,228,552,40,2
2001,"Ford",52,0,8,4,40,354,94,248,10,2
2001,"Franklin",404,0,28,4,372,1590,442,1056,80,12
2001,"Fulton",392,0,58,4,330,1898,382,1374,134,8
2001,"Gallatin",22,2,0,0,20,198,36,146,16,0
2001,"Greene",162,0,2,0,160,282,118,144,20,0
2001,"Grundy",66,0,12,6,48,1582,202,1300,74,6
2001,"Hamilton",62,2,2,0,58,330,102,212,14,2
2001,"Hancock",54,0,4,2,48,806,188,596,16,6
2001,"Hardin",16,0,2,0,14,40,10,28,0,2
2001,"Henderson",6,2,0,0,4,326,52,268,6,0
2001,"Henry",154,0,44,6,104,2024,414,1518,72,20
2001,"Iroquois",194,0,22,2,170,834,210,592,28,4
2001,"Jackson",660,12,80,114,454,4948,1074,3704,138,32
2001,"Jasper",68,0,8,0,60,194,40,146,6,2
2001,"Jefferson",522,0,64,60,398,3392,664,2514,194,20
2001,"Jersey",96,2,12,4,78,882,132,710,36,4
2001,"Jo Daviess",96,0,26,0,70,782,224,512,32,14
2001,"Johnson",64,0,6,0,58,372,100,256,10,6
2001,"Kane",3164,38,324,818,1984,23402,4396,17396,1440,170
2001,"Kankakee",844,18,122,234,470,7116,1258,5376,404,78
2001,"Kendall",204,0,34,20,150,2458,534,1798,98,28
2001,"Knox",456,8,58,42,348,4142,668,3254,210,10
2001,"La Salle",450,6,62,28,354,5556,1038,4284,200,34
2001,"Lake",2502,36,344,450,1672,29090,3704,23942,1296,148
2001,"Lawrence",36,0,4,0,32,298,60,228,10,0
2001,"Lee",284,0,78,20,186,2020,498,1452,66,4
2001,"Livingston",148,0,28,4,116,1836,270,1486,70,10
2001,"Logan",226,2,16,16,192,1784,286,1386,92,20
2001,"Macon",1320,14,148,298,860,9670,2704,6376,424,166
2001,"Macoupin",158,2,32,0,124,1790,452,1240,66,32
2001,"Madison",2418,28,372,356,1662,18742,4310,12856,1452,124
2001,"Marion",226,2,44,24,156,3024,586,2322,116,0
2001,"Marshall",62,0,6,0,56,300,46,244,6,4
2001,"Mason",154,0,28,0,126,702,162,518,16,6
2001,"Massac",172,2,16,8,146,928,244,616,64,4
2001,"McDonough",422,2,48,10,362,1350,330,986,28,6
2001,"McHenry",858,6,156,48,648,11066,1342,9354,312,58
2001,"McLean",1382,4,214,170,994,9338,1792,7130,372,44
2001,"Menard",32,0,4,0,28,262,84,174,4,0
2001,"Mercer",92,4,28,2,58,458,108,320,24,6
2001,"Monroe",32,0,4,0,28,646,192,420,28,6
2001,"Montgomery",132,2,14,4,112,1180,402,702,68,8
2001,"Morgan",274,0,42,26,206,1956,486,1368,68,34
2001,"Moultrie",38,0,2,0,36,296,104,186,6,0
2001,"Ogle",150,2,28,12,108,1794,316,1418,58,2
2001,"Peoria",2714,32,382,730,1570,21360,4764,14246,2108,242
2001,"Perry",108,0,4,4,100,530,116,384,20,10
2001,"Piatt",48,0,18,0,30,442,80,350,10,2
2001,"Pike",74,0,6,0,68,454,96,336,16,6
2001,"Pope",16,0,8,0,8,102,36,60,6,0
2001,"Pulaski",150,0,6,6,138,308,92,196,18,2
2001,"Putnam",12,0,6,0,6,106,26,78,2,0
2001,"Randolph",160,2,20,2,136,886,184,628,66,8
2001,"Richland",100,0,10,4,86,1098,298,726,62,12
2001,"Rock Island",1598,8,174,208,1208,10480,2100,7792,506,82
2001,"Saline",152,0,10,6,136,1908,416,1384,104,4
2001,"Sangamon",2358,32,246,464,1616,16590,3906,11666,932,86
2001,"Schuyler",14,0,0,0,14,68,14,48,4,2
2001,"Scott",62,0,0,0,62,156,62,72,20,2
2001,"Shelby",56,0,4,0,52,558,164,362,20,12
2001,"St. Clair",6646,68,348,972,5258,22392,5860,12412,3892,228
2001,"Stark",52,0,4,2,46,120,34,76,10,0
2001,"Stephenson",450,0,52,76,322,3900,608,3190,50,52
2001,"Tazewell",874,2,132,56,684,6350,1242,4822,248,38
2001,"Union",64,0,22,2,40,642,162,452,28,0
2001,"Vermilion",1158,2,130,180,846,7708,1764,5678,228,38
2001,"Wabash",46,0,8,4,34,744,138,586,18,2
2001,"Warren",106,2,8,6,90,1150,266,814,66,4
2001,"Washington",108,0,8,2,98,480,100,358,18,4
2001,"Wayne",148,0,18,4,126,698,158,498,34,8
2001,"White",92,0,0,2,90,534,72,452,10,0
2001,"Whiteside",294,0,64,14,216,3082,520,2386,170,6
2001,"Will",3540,18,324,708,2490,24632,4328,18250,1814,240
2001,"Williamson",272,2,54,24,192,3882,762,2884,218,18
2001,"Winnebago",3288,32,418,1010,1828,33566,7020,23922,2484,140
2001,"Woodford",260,8,50,0,202,828,224,560,38,6
2002,"Adams",257,0,30,26,201,2001,368,1571,54,8
2002,"Alexander",257,0,30,26,201,2001,368,1571,54,8
2002,"Bond",148,0,7,11,130,381,104,258,10,9
2002,"Boone",148,0,7,11,130,381,104,258,10,9
2002,"Brown",22,0,1,2,19,221,39,172,10,0
2002,"Bureau",22,0,1,2,19,221,39,172,10,0
2002,"Calhoun",59,0,26,6,27,1006,220,720,60,6
2002,"Carroll",59,0,26,6,27,1006,220,720,60,6
2002,"Cass",16,0,1,0,15,31,9,19,1,2
2002,"Champaign",16,0,1,0,15,31,9,19,1,2
2002,"Christian",49,0,5,8,36,626,153,453,15,5
2002,"Clark",49,0,5,8,36,626,153,453,15,5
2002,"Clay",27,0,1,0,26,61,21,38,2,0
2002,"Clinton",27,0,1,0,26,61,21,38,2,0
2002,"Coles",40,1,5,0,34,249,42,201,5,1
2002,"Cook",40,1,5,0,34,249,42,201,5,1
2002,"Crawford",58,0,5,0,53,228,17,202,8,1
2002,"Cumberland",58,0,5,0,53,228,17,202,8,1
2002,"De Kalb",1320,5,125,205,985,6272,1823,4174,236,39
2002,"De Witt",1320,5,125,205,985,6272,1823,4174,236,39
2002,"Douglas",86,0,9,0,77,793,157,591,41,4
2002,"Du Page",86,0,9,0,77,793,157,591,41,4
2002,"Edgar",49,0,4,0,45,215,54,144,15,2
2002,"Edwards",49,0,4,0,45,215,54,144,15,2
2002,"Effingham",9,0,3,0,6,324,55,239,25,5
2002,"Fayette",9,0,3,0,6,324,55,239,25,5
2002,"Ford",54,0,11,5,38,562,80,462,16,4
2002,"Franklin",54,0,11,5,38,562,80,462,16,4
2002,"Fulton",140,0,31,11,98,1169,315,803,40,11
2002,"Gallatin",140,0,31,11,98,1169,315,803,40,11
2002,"Greene",53401,729,2671,20943,29058,231130,38813,157194,33688,1435
2002,"Grundy",53401,729,2671,20943,29058,231130,38813,157194,33688,1435
2002,"Hamilton",46,0,9,1,36,454,67,364,17,6
2002,"Hancock",46,0,9,1,36,454,67,364,17,6
2002,"Hardin",24,0,3,0,21,138,41,87,7,3
2002,"Henderson",24,0,3,0,21,138,41,87,7,3
2002,"Henry",47,0,4,2,41,349,62,274,11,2
2002,"Iroquois",47,0,4,2,41,349,62,274,11,2
2002,"Jackson",219,3,36,25,155,2646,407,2141,79,19
2002,"Jasper",219,3,36,25,155,2646,407,2141,79,19
2002,"Jefferson",63,0,7,0,56,223,64,146,11,2
2002,"Jersey",63,0,7,0,56,223,64,146,11,2
2002,"Jo Daviess",1244,10,175,217,842,21249,2462,17667,962,158
2002,"Johnson",1244,10,175,217,842,21249,2462,17667,962,158
2002,"Kane",133,0,9,1,123,476,107,319,43,7
2002,"Kankakee",133,0,9,1,123,476,107,319,43,7
2002,"Kendall",17,0,2,0,15,149,52,95,0,2
2002,"Knox",17,0,2,0,15,149,52,95,0,2
2002,"La Salle",150,0,19,4,127,1028,236,732,48,12
2002,"Lake",150,0,19,4,127,1028,236,732,48,12
2002,"Lawrence",44,1,12,7,24,395,101,272,19,3
2002,"Lee",44,1,12,7,24,395,101,272,19,3
2002,"Livingston",28,1,6,0,21,205,62,137,6,0
2002,"Logan",28,1,6,0,21,205,62,137,6,0
2002,"Macon",178,0,16,7,155,904,293,551,54,6
2002,"Macoupin",178,0,16,7,155,904,293,551,54,6
2002,"Madison",188,0,32,3,153,1015,205,764,31,15
2002,"Marion",188,0,32,3,153,1015,205,764,31,15
2002,"Marshall",10,0,1,0,9,108,34,69,5,0
2002,"Mason",10,0,1,0,9,108,34,69,5,0
2002,"Massac",61,0,1,0,60,178,76,88,10,4
2002,"McDonough",61,0,1,0,60,178,76,88,10,4
2002,"McHenry",31,0,7,1,23,907,123,746,32,6
2002,"McLean",31,0,7,1,23,907,123,746,32,6
2002,"Menard",24,0,0,0,24,170,63,101,6,0
2002,"Mercer",24,0,0,0,24,170,63,101,6,0
2002,"Monroe",60,2,3,0,55,280,88,170,17,5
2002,"Montgomery",60,2,3,0,55,280,88,170,17,5
2002,"Morgan",30,0,0,0,30,13,2,8,3,0
2002,"Moultrie",30,0,0,0,30,13,2,8,3,0
2002,"Ogle",1,0,0,0,1,146,38,100,7,1
2002,"Peoria",1,0,0,0,1,146,38,100,7,1
2002,"Perry",84,1,29,4,50,1341,289,1026,23,3
2002,"Piatt",84,1,29,4,50,1341,289,1026,23,3
2002,"Pike",126,0,14,1,111,421,98,310,13,0
2002,"Pope",126,0,14,1,111,421,98,310,13,0
2002,"Pulaski",388,2,58,86,242,2375,615,1675,60,25
2002,"Putnam",388,2,58,86,242,2375,615,1675,60,25
2002,"Randolph",49,0,3,0,46,107,24,77,6,0
2002,"Richland",49,0,3,0,46,107,24,77,6,0
2002,"Rock Island",628,2,29,41,556,1546,361,1120,60,5
2002,"Saline",628,2,29,41,556,1546,361,1120,60,5
2002,"Sangamon",56,0,6,2,48,567,110,436,18,3
2002,"Schuyler",56,0,6,2,48,567,110,436,18,3
2002,"Scott",51,0,17,1,33,357,81,249,13,14
2002,"Shelby",51,0,17,1,33,357,81,249,13,14
2002,"St. Clair",48,0,11,0,37,132,29,94,8,1
2002,"Stark",48,0,11,0,37,132,29,94,8,1
2002,"Stephenson",1300,27,147,279,847,11380,1982,8720,594,84
2002,"Tazewell",1300,27,147,279,847,11380,1982,8720,594,84
2002,"Union",409,6,71,100,232,3333,577,2595,128,33
2002,"Vermilion",409,6,71,100,232,3333,577,2595,128,33
2002,"Wabash",100,1,13,11,75,1360,230,1084,33,13
2002,"Warren",100,1,13,11,75,1360,230,1084,33,13
2002,"Washington",248,0,25,35,188,2000,347,1588,61,4
2002,"Wayne",248,0,25,35,188,2000,347,1588,61,4
2002,"White",267,2,46,25,194,2917,576,2194,114,33
2002,"Whiteside",267,2,46,25,194,2917,576,2194,114,33
2002,"Will",1443,8,208,296,931,14345,2064,11419,787,75
2002,"Williamson",1443,8,208,296,931,14345,2064,11419,787,75
2002,"Winnebago",25,2,4,0,19,115,19,94,2,0
2002,"Woodford",25,2,4,0,19,115,19,94,2,0
2002,"Adams",109,0,37,4,68,998,236,715,39,8
2002,"Alexander",109,0,37,4,68,998,236,715,39,8
2002,"Bond",62,1,18,2,41,813,153,630,26,4
2002,"Boone",62,1,18,2,41,813,153,630,26,4
2002,"Brown",130,0,6,10,114,973,215,701,50,7
2002,"Bureau",130,0,6,10,114,973,215,701,50,7
2002,"Calhoun",630,8,74,177,371,5169,1722,3174,201,72
2002,"Carroll",630,8,74,177,371,5169,1722,3174,201,72
2002,"Cass",94,1,12,2,79,897,172,686,34,5
2002,"Champaign",94,1,12,2,79,897,172,686,34,5
2002,"Christian",1201,10,193,232,766,8853,2118,5965,709,61
2002,"Clark",1201,10,193,232,766,8853,2118,5965,709,61
2002,"Clay",94,1,19,10,64,1552,270,1208,69,5
2002,"Clinton",94,1,19,10,64,1552,270,1208,69,5
2002,"Coles",9,0,0,1,8,112,31,80,1,0
2002,"Cook",9,0,0,1,8,112,31,80,1,0
2002,"Crawford",87,0,8,0,79,362,78,263,15,6
2002,"Cumberland",87,0,8,0,79,362,78,263,15,6
2002,"De Kalb",75,1,4,8,62,503,105,364,34,0
2002,"De Witt",75,1,4,8,62,503,105,364,34,0
2002,"Douglas",187,2,26,3,156,667,199,446,16,6
2002,"Du Page",187,2,26,3,156,667,199,446,16,6
2002,"Edgar",405,3,70,29,303,5491,799,4519,128,45
2002,"Edwards",405,3,70,29,303,5491,799,4519,128,45
2002,"Effingham",778,4,110,120,544,4771,1122,3456,165,28
2002,"Fayette",778,4,110,120,544,4771,1122,3456,165,28
2002,"Ford",34,0,3,0,31,139,50,85,4,0
2002,"Franklin",34,0,3,0,31,139,50,85,4,0
2002,"Fulton",69,0,14,1,54,154,31,115,5,3
2002,"Gallatin",69,0,14,1,54,154,31,115,5,3
2002,"Greene",26,1,5,1,19,301,75,210,15,1
2002,"Grundy",26,1,5,1,19,301,75,210,15,1
2002,"Hamilton",87,0,10,0,77,627,168,412,41,6
2002,"Hancock",87,0,10,0,77,627,168,412,41,6
2002,"Hardin",131,2,20,21,88,1062,346,668,37,11
2002,"Henderson",131,2,20,21,88,1062,346,668,37,11
2002,"Henry",31,0,5,0,26,143,37,100,5,1
2002,"Iroquois",31,0,5,0,26,143,37,100,5,1
2002,"Jackson",64,1,17,6,40,1043,195,819,26,3
2002,"Jasper",64,1,17,6,40,1043,195,819,26,3
2002,"Jefferson",1399,13,221,407,758,10462,2282,7083,996,101
2002,"Jersey",1399,13,221,407,758,10462,2282,7083,996,101
2002,"Jo Daviess",53,2,2,2,47,269,46,210,12,1
2002,"Johnson",53,2,2,2,47,269,46,210,12,1
2002,"Kane",20,0,4,1,15,205,57,138,9,1
2002,"Kankakee",20,0,4,1,15,205,57,138,9,1
2002,"Kendall",18,0,2,0,16,202,37,153,10,2
2002,"Knox",18,0,2,0,16,202,37,153,10,2
2002,"La Salle",3,0,0,0,3,15,6,8,1,0
2002,"Lake",3,0,0,0,3,15,6,8,1,0
2002,"Lawrence",60,0,1,0,59,154,38,110,6,0
2002,"Lee",60,0,1,0,59,154,38,110,6,0
2002,"Livingston",6,0,3,0,3,61,21,35,4,1
2002,"Logan",6,0,3,0,3,61,21,35,4,1
2002,"Macon",65,0,10,0,55,424,121,273,23,7
2002,"Macoupin",65,0,10,0,55,424,121,273,23,7
2002,"Madison",37,0,7,1,29,585,135,412,29,9
2002,"Marion",37,0,7,1,29,585,135,412,29,9
2002,"Marshall",758,3,90,118,547,5742,1059,4387,245,51
2002,"Mason",758,3,90,118,547,5742,1059,4387,245,51
2002,"Massac",78,1,3,6,68,640,154,447,37,2
2002,"McDonough",78,1,3,6,68,640,154,447,37,2
2002,"McHenry",1525,7,155,370,993,9922,2188,7222,439,73
2002,"McLean",1525,7,155,370,993,9922,2188,7222,439,73
2002,"Menard",9,0,2,0,7,81,23,58,0,0
2002,"Mercer",9,0,2,0,7,81,23,58,0,0
2002,"Monroe",15,0,0,0,15,80,28,49,2,1
2002,"Montgomery",15,0,0,0,15,80,28,49,2,1
2002,"Morgan",33,0,5,0,28,274,126,135,12,1
2002,"Moultrie",33,0,5,0,28,274,126,135,12,1
2002,"Ogle",2974,33,205,383,2353,10140,2542,6016,1493,89
2002,"Peoria",2974,33,205,383,2353,10140,2542,6016,1493,89
2002,"Perry",20,3,0,0,17,108,32,73,2,1
2002,"Piatt",20,3,0,0,17,108,32,73,2,1
2002,"Pike",166,0,28,33,105,1975,344,1599,23,9
2002,"Pope",166,0,28,33,105,1975,344,1599,23,9
2002,"Pulaski",394,0,69,32,293,3197,658,2411,111,17
2002,"Putnam",394,0,69,32,293,3197,658,2411,111,17
2002,"Randolph",19,1,7,2,9,257,69,180,6,2
2002,"Richland",19,1,7,2,9,257,69,180,6,2
2002,"Rock Island",568,3,78,74,413,3881,895,2864,95,27
2002,"Saline",568,3,78,74,413,3881,895,2864,95,27
2002,"Sangamon",40,0,2,0,38,318,77,236,3,2
2002,"Schuyler",40,0,2,0,38,318,77,236,3,2
2002,"Scott",62,0,11,3,48,558,122,413,23,0
2002,"Shelby",62,0,11,3,48,558,122,413,23,0
2002,"St. Clair",57,0,4,2,51,250,55,179,15,1
2002,"Stark",57,0,4,2,51,250,55,179,15,1
2002,"Stephenson",70,0,6,0,64,387,76,276,31,4
2002,"Tazewell",70,0,6,0,64,387,76,276,31,4
2002,"Union",68,0,4,3,61,345,76,259,10,0
2002,"Vermilion",68,0,4,3,61,345,76,259,10,0
2002,"Wabash",183,2,47,12,122,1573,300,1189,77,7
2002,"Warren",183,2,47,12,122,1573,300,1189,77,7
2002,"Washington",1507,15,173,275,1044,12423,2245,9249,771,158
2002,"Wayne",1507,15,173,275,1044,12423,2245,9249,771,158
2002,"White",132,3,21,14,94,1939,388,1434,107,10
2002,"Whiteside",132,3,21,14,94,1939,388,1434,107,10
2002,"Will",1797,24,248,573,952,18161,4415,12180,1511,55
2002,"Williamson",1797,24,248,573,952,18161,4415,12180,1511,55
2002,"Winnebago",78,1,13,2,62,451,127,302,19,3
2002,"Woodford",78,1,13,2,62,451,127,302,19,3
2003,"Adams",261,4,28,14,215,1471,287,1123,52,9
2003,"Alexander",101,2,8,11,80,244,70,166,2,6
2003,"Bond",37,0,2,1,34,318,63,239,14,2
2003,"Boone",95,2,31,8,54,955,191,718,42,4
2003,"Brown",14,0,4,0,10,59,24,31,3,1
2003,"Bureau",68,0,10,1,57,558,141,394,20,3
2003,"Calhoun",21,0,0,0,21,42,19,22,1,0
2003,"Carroll",20,0,6,0,14,228,48,173,6,1
2003,"Cass",49,0,2,2,45,305,27,271,7,0
2003,"Champaign",1314,5,133,175,1001,6547,1857,4330,317,43
2003,"Christian",95,0,22,4,69,632,104,494,28,6
2003,"Clark",29,0,8,1,20,225,63,150,11,1
2003,"Clay",23,1,11,0,11,312,65,236,8,3
2003,"Clinton",51,1,8,3,39,542,65,445,31,1
2003,"Coles",195,0,54,8,133,1331,327,945,48,11
2003,"Cook",46578,696,2430,19787,23665,223062,37013,154020,30661,1368
2003,"Crawford",37,0,4,2,31,375,91,270,9,5
2003,"Cumberland",28,0,1,0,27,163,45,116,2,0
2003,"De Kalb",255,0,47,20,188,2710,423,2178,94,15
2003,"De Witt",52,3,11,3,35,434,78,338,16,2
2003,"Douglas",66,0,5,2,59,320,97,206,10,7
2003,"Du Page",1191,6,169,252,764,21157,2473,17553,944,187
2003,"Edgar",138,1,11,1,125,505,141,304,55,5
2003,"Edwards",32,0,2,0,30,114,27,82,2,3
2003,"Effingham",96,1,11,3,81,880,162,685,28,5
2003,"Fayette",29,0,12,1,16,421,115,281,23,2
2003,"Ford",29,0,6,0,23,185,40,136,7,2
2003,"Franklin",190,0,12,9,169,907,276,557,71,3
2003,"Fulton",196,0,57,3,136,989,216,718,51,4
2003,"Gallatin",28,0,0,0,28,151,41,106,3,1
2003,"Greene",51,0,5,0,46,126,48,65,7,6
2003,"Grundy",39,1,8,7,23,853,120,698,33,2
2003,"Hamilton",20,0,0,0,20,123,38,76,7,2
2003,"Hancock",61,1,7,0,53,303,87,202,10,4
2003,"Hardin",37,0,3,0,34,18,5,11,0,2
2003,"Henderson",0,0,0,0,0,129,27,97,5,0
2003,"Henry",79,0,18,3,58,1291,243,1000,44,4
2003,"Iroquois",145,0,12,2,131,433,107,311,10,5
2003,"Jackson",363,1,60,73,229,2530,696,1733,85,16
2003,"Jasper",24,0,4,0,20,142,41,93,7,1
2003,"Jefferson",364,2,54,35,273,1649,464,1125,44,16
2003,"Jersey",61,0,8,0,53,586,127,424,30,5
2003,"Jo Daviess",36,0,3,1,32,325,67,243,10,5
2003,"Johnson",66,0,1,1,64,238,73,146,18,1
2003,"Kane",1190,21,163,302,704,11148,1795,8667,601,85
2003,"Kankakee",435,5,65,109,256,3405,758,2474,141,32
2003,"Kendall",112,1,20,12,79,1373,265,1033,57,18
2003,"Knox",281,0,28,12,241,1911,353,1515,42,1
2003,"La Salle",252,1,53,19,179,2884,663,2083,105,33
2003,"Lake",1498,15,223,328,932,14442,2156,11385,812,89
2003,"Lawrence",23,0,0,0,23,109,18,87,3,1
2003,"Lee",129,0,39,8,82,872,190,646,24,12
2003,"Livingston",69,1,16,0,52,893,128,725,28,12
2003,"Logan",104,3,15,5,81,873,225,591,44,13
2003,"Macon",644,8,87,191,358,4701,1470,2931,240,60
2003,"Macoupin",105,1,10,3,91,745,137,571,29,8
2003,"Madison",1179,9,163,193,814,9214,2114,6202,848,50
2003,"Marion",109,0,25,12,72,1600,322,1182,90,6
2003,"Marshall",27,0,3,2,22,120,32,86,1,1
2003,"Mason",87,0,13,2,72,339,78,249,8,4
2003,"Massac",124,1,11,7,105,464,139,291,33,1
2003,"McDonough",172,0,44,5,123,667,184,455,24,4
2003,"McHenry",453,1,92,29,331,5555,701,4658,159,37
2003,"McLean",734,2,98,118,516,4402,1091,3134,161,16
2003,"Menard",22,0,6,1,15,117,39,75,2,1
2003,"Mercer",91,0,17,3,71,170,27,129,14,0
2003,"Monroe",20,0,3,2,15,319,79,220,18,2
2003,"Montgomery",103,1,14,4,84,630,163,421,42,4
2003,"Morgan",158,3,25,23,107,1004,305,668,22,9
2003,"Moultrie",38,0,6,0,32,149,45,97,7,0
2003,"Ogle",52,2,8,4,38,939,170,723,44,2
2003,"Peoria",1179,9,161,315,694,9698,2381,6365,855,97
2003,"Perry",50,3,8,1,38,233,59,161,12,1
2003,"Piatt",17,1,1,1,14,220,55,156,5,4
2003,"Pike",87,0,16,0,71,208,48,150,3,7
2003,"Pope",0,0,0,0,0,26,10,14,2,0
2003,"Pulaski",114,0,2,7,105,164,53,100,8,3
2003,"Putnam",5,0,0,0,5,71,18,49,3,1
2003,"Randolph",79,0,12,2,65,388,81,279,23,5
2003,"Richland",39,0,7,1,31,600,148,398,42,12
2003,"Rock Island",803,1,93,111,598,6099,1026,4802,230,41
2003,"Saline",60,0,5,1,54,397,103,263,30,1
2003,"Sangamon",1812,10,155,342,1305,10851,2559,7710,504,78
2003,"Schuyler",3,0,0,0,3,70,7,62,1,0
2003,"Scott",16,0,0,0,16,50,14,34,2,0
2003,"Shelby",33,0,8,0,25,202,67,121,7,7
2003,"St. Clair",2231,22,159,257,1793,8328,1677,5323,1254,74
2003,"Stark",24,0,0,0,24,79,22,53,4,0
2003,"Stephenson",134,0,15,22,97,1447,266,1156,22,3
2003,"Tazewell",482,2,86,20,374,2865,600,2130,117,18
2003,"Union",25,0,6,0,19,269,53,202,14,0
2003,"Vermilion",516,7,66,58,385,3574,821,2627,106,20
2003,"Wabash",30,0,0,1,29,307,58,236,11,2
2003,"Warren",57,0,17,3,37,669,200,446,22,1
2003,"Washington",74,2,2,0,70,240,51,177,11,1
2003,"Wayne",78,2,6,3,67,441,101,310,27,3
2003,"White",42,0,6,2,34,344,77,250,14,3
2003,"Whiteside",164,1,34,13,116,1767,437,1249,79,2
2003,"Will",1273,20,181,269,803,11900,2238,8751,766,145
2003,"Williamson",143,1,30,25,87,2066,438,1487,134,7
2003,"Winnebago",1749,13,222,552,962,17469,4123,11918,1405,23
2003,"Woodford",81,0,20,4,57,443,118,312,13,0
2004,"Adams",333,1,37,12,283,1796,359,1384,47,6
2004,"Alexander",95,2,2,4,87,316,106,194,14,2
2004,"Bond",35,0,5,0,30,362,95,249,17,1
2004,"Boone",74,1,40,4,29,1061,175,829,46,11
2004,"Brown",37,1,6,2,28,63,18,41,3,1
2004,"Bureau",51,1,10,0,40,639,152,459,26,2
2004,"Calhoun",12,0,0,0,12,26,8,15,3,0
2004,"Carroll",22,1,8,0,13,205,43,156,3,3
2004,"Cass",72,0,3,0,69,209,42,154,11,2
2004,"Champaign",1469,3,152,179,1135,6453,1643,4541,231,38
2004,"Christian",82,0,5,1,76,761,100,620,37,4
2004,"Clark",21,0,4,0,17,267,89,165,11,2
2004,"Clay",14,0,6,1,7,306,63,235,8,0
2004,"Clinton",33,0,8,2,23,505,71,411,21,2
2004,"Coles",213,2,36,7,168,1234,282,892,48,12
2004,"Cook",43866,554,2319,18312,22681,216706,35997,149601,29967,1141
2004,"Crawford",51,0,8,0,43,395,92,292,10,1
2004,"Cumberland",24,0,2,0,22,130,37,83,5,5
2004,"De Kalb",262,0,77,14,171,2816,463,2247,93,13
2004,"De Witt",35,0,8,6,21,514,103,397,12,2
2004,"Douglas",64,1,7,0,56,221,61,148,12,0
2004,"Du Page",1193,16,171,230,776,21045,2650,17354,893,148
2004,"Edgar",126,2,10,5,109,400,127,243,26,4
2004,"Edwards",41,0,13,0,28,135,32,94,7,2
2004,"Effingham",74,0,14,10,50,849,121,688,27,13
2004,"Fayette",17,0,3,0,14,445,92,327,23,3
2004,"Ford",31,1,12,0,18,185,46,129,7,3
2004,"Franklin",270,0,15,3,252,982,286,635,58,3
2004,"Fulton",121,0,34,6,81,659,129,487,36,7
2004,"Gallatin",30,0,0,0,30,121,18,100,2,1
2004,"Greene",62,0,12,0,50,175,72,89,11,3
2004,"Grundy",55,0,10,5,40,984,116,820,43,5
2004,"Hamilton",28,0,1,0,27,86,22,59,5,0
2004,"Hancock",88,0,14,0,74,262,82,161,17,2
2004,"Hardin",14,0,1,0,13,12,4,4,4,0
2004,"Henderson",1,0,0,0,1,126,11,103,12,0
2004,"Henry",87,0,21,6,60,1393,331,1013,41,8
2004,"Iroquois",165,3,11,2,149,400,118,259,21,2
2004,"Jackson",348,0,46,74,228,2532,698,1722,87,25
2004,"Jasper",30,1,3,0,26,136,44,87,5,0
2004,"Jefferson",300,1,30,37,232,1561,472,1047,39,3
2004,"Jersey",67,0,2,1,64,578,117,422,36,3
2004,"Jo Daviess",34,2,6,0,26,295,70,217,6,2
2004,"Johnson",94,0,14,2,78,223,90,123,10,0
2004,"Kane",1278,20,174,293,791,11122,1788,8629,630,75
2004,"Kankakee",402,2,74,111,215,3338,591,2584,143,20
2004,"Kendall",143,2,22,15,104,1372,281,1035,47,9
2004,"Knox",222,3,31,24,164,2068,407,1593,64,4
2004,"La Salle",299,1,48,38,212,2936,574,2244,97,21
2004,"Lake",1290,9,224,301,756,14377,2165,11351,776,85
2004,"Lawrence",25,0,1,0,24,104,27,72,4,1
2004,"Lee",126,0,50,7,69,828,197,609,20,2
2004,"Livingston",65,0,9,2,54,708,114,553,39,2
2004,"Logan",98,0,11,7,80,770,211,530,23,6
2004,"Macon",620,5,55,207,353,4519,1303,3003,179,34
2004,"Macoupin",111,2,11,5,93,787,174,575,37,1
2004,"Madison",1111,11,178,184,738,8250,1854,5650,681,65
2004,"Marion",99,0,13,11,75,1574,354,1139,76,5
